districtname,aun,dataelement,displayvalue
Scranton SD,119357402,Geographic Size of District (Square Miles),25.54
Scranton SD,119357402,Grades Offered,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Scranton SD,119357402,Hispanic ,32.64
Scranton SD,119357402,Homeless,1.94
Scranton SD,119357402,Intermediate Unit Name,Northeastern Educational IU 19
Scranton SD,119357402,Intermediate Unit Website,http://www.iu19.org
Scranton SD,119357402,Male,51.49
Scranton SD,119357402,Military Connected,0.25
Scranton SD,119357402,Native Hawaiian or other Pacific Islander ,0.56
Scranton SD,119357402,Number of Schools,16
Scranton SD,119357402,Percent of Gifted Students,0.78
Scranton SD,119357402,Special Education,20.09
Scranton SD,119357402,Telephone Number,570-348-3474
Scranton SD,119357402,Website,http://www.scrsd.org/
Scranton SD,119357402,White ,41.93
Selinsgrove Area SD,116557103,2 or More Races,3.75
Selinsgrove Area SD,116557103,American Indian/Alaskan Native ,0.04
Selinsgrove Area SD,116557103,Asian ,1.19
Selinsgrove Area SD,116557103,Black/African American ,1.57
Selinsgrove Area SD,116557103,Career and Technical Center Name,SUN Area Technical Institute
Selinsgrove Area SD,116557103,Career and Technical Center Website,http://www.sun-tech.org
Selinsgrove Area SD,116557103,Charter School Enrollment,65
Selinsgrove Area SD,116557103,District Address (City),Selinsgrove
Selinsgrove Area SD,116557103,District Address (State),PA
Selinsgrove Area SD,116557103,District Address (Street),329 Seals Avenue
Selinsgrove Area SD,116557103,District Enrollment,2615
Selinsgrove Area SD,116557103,District Name,Selinsgrove Area SD
Selinsgrove Area SD,116557103,District Zip Code,17870
Selinsgrove Area SD,116557103,Economically Disadvantaged,41.61
Selinsgrove Area SD,116557103,English Learner,1.07
Selinsgrove Area SD,116557103,Enrollment in Partnering Career and Technical Center(s),66
Selinsgrove Area SD,116557103,Female,47.65
Selinsgrove Area SD,116557103,Foster Care,0.34
Selinsgrove Area SD,116557103,Geographic Size of District (Square Miles),104.84
Selinsgrove Area SD,116557103,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Selinsgrove Area SD,116557103,Hispanic ,4.93
Selinsgrove Area SD,116557103,Homeless,0.5
Selinsgrove Area SD,116557103,Intermediate Unit Name,Central Susquehanna IU 16
Selinsgrove Area SD,116557103,Intermediate Unit Website,http://www.csiu.org
Selinsgrove Area SD,116557103,Male,52.35
Selinsgrove Area SD,116557103,Military Connected,0.15
Selinsgrove Area SD,116557103,Native Hawaiian or other Pacific Islander ,0
Selinsgrove Area SD,116557103,Number of Schools,4
Selinsgrove Area SD,116557103,Percent of Gifted Students,2.79
Selinsgrove Area SD,116557103,Special Education,10.86
Selinsgrove Area SD,116557103,Telephone Number,570-374-1144
Selinsgrove Area SD,116557103,Website,http://www.seal-pa.org
Selinsgrove Area SD,116557103,White ,88.53
Seneca Valley SD,104107903,2 or More Races,3.45
Seneca Valley SD,104107903,American Indian/Alaskan Native ,0.05
Seneca Valley SD,104107903,Asian ,3.23
Seneca Valley SD,104107903,Black/African American ,1.86
Seneca Valley SD,104107903,Career and Technical Center Name,Butler County AVTS
Seneca Valley SD,104107903,Career and Technical Center Website,http://www.butlertec.us
Seneca Valley SD,104107903,Charter School Enrollment,115
Seneca Valley SD,104107903,District Address (City),Harmony
Seneca Valley SD,104107903,District Address (State),PA
Seneca Valley SD,104107903,District Address (Street),124 Seneca School Rd
Seneca Valley SD,104107903,District Enrollment,7304
Seneca Valley SD,104107903,District Name,Seneca Valley SD
Seneca Valley SD,104107903,District Zip Code,16037
Seneca Valley SD,104107903,Economically Disadvantaged,16.13
Seneca Valley SD,104107903,English Learner,1.18
Seneca Valley SD,104107903,Enrollment in Partnering Career and Technical Center(s),126
Seneca Valley SD,104107903,Female,48.88
Seneca Valley SD,104107903,Foster Care,0.21
Seneca Valley SD,104107903,Geographic Size of District (Square Miles),95.35
Seneca Valley SD,104107903,Grades Offered,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Seneca Valley SD,104107903,Hispanic ,2.77
Seneca Valley SD,104107903,Homeless,1.01
Seneca Valley SD,104107903,Intermediate Unit Name,Midwestern IU 4
Seneca Valley SD,104107903,Intermediate Unit Website,http://www.miu4.org
Seneca Valley SD,104107903,Male,51.12
Seneca Valley SD,104107903,Military Connected,0.37
Seneca Valley SD,104107903,Native Hawaiian or other Pacific Islander ,0.05
Seneca Valley SD,104107903,Number of Schools,8
Seneca Valley SD,104107903,Percent of Gifted Students,8.53
Seneca Valley SD,104107903,Special Education,17.66
Seneca Valley SD,104107903,Telephone Number,724-452-6040
Seneca Valley SD,104107903,Website,http://www.svsd.net/
Seneca Valley SD,104107903,White ,88.58
Shade-Central City SD,108567204,2 or More Races,0
Shade-Central City SD,108567204,American Indian/Alaskan Native ,0
Shade-Central City SD,108567204,Asian ,0
Shade-Central City SD,108567204,Black/African American ,0.81
Shade-Central City SD,108567204,Career and Technical Center Name,Somerset County Technology Center
Shade-Central City SD,108567204,Career and Technical Center Website,http://www.sctc.net/dnn
Shade-Central City SD,108567204,Charter School Enrollment,13
Shade-Central City SD,108567204,District Address (City),Cairnbrook
Shade-Central City SD,108567204,District Address (State),PA
Shade-Central City SD,108567204,District Address (Street),203 McGregor Avenue
Shade-Central City SD,108567204,District Enrollment,370
Shade-Central City SD,108567204,District Name,Shade-Central City SD
Shade-Central City SD,108567204,District Zip Code,15924
Shade-Central City SD,108567204,Economically Disadvantaged,90.54
Shade-Central City SD,108567204,English Learner,0
Shade-Central City SD,108567204,Enrollment in Partnering Career and Technical Center(s),54
Shade-Central City SD,108567204,Female,50
Shade-Central City SD,108567204,Foster Care,0
Shade-Central City SD,108567204,Geographic Size of District (Square Miles),69.3
Shade-Central City SD,108567204,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Shade-Central City SD,108567204,Hispanic ,0
Shade-Central City SD,108567204,Homeless,0.27
Shade-Central City SD,108567204,Intermediate Unit Name,Appalachia IU 8
Shade-Central City SD,108567204,Intermediate Unit Website,http://www.iu08.org
Shade-Central City SD,108567204,Male,50
Shade-Central City SD,108567204,Military Connected,0
Shade-Central City SD,108567204,Native Hawaiian or other Pacific Islander ,0
Shade-Central City SD,108567204,Number of Schools,2
Shade-Central City SD,108567204,Percent of Gifted Students,0
Shade-Central City SD,108567204,Special Education,21.08
Shade-Central City SD,108567204,Telephone Number,814-754-4648
Shade-Central City SD,108567204,Website,http://www.shade.k12.pa.us
Shade-Central City SD,108567204,White ,99.19
Shaler Area SD,103028302,2 or More Races,4.33
Shaler Area SD,103028302,American Indian/Alaskan Native ,0.07
Shaler Area SD,103028302,Asian ,1.27
Shaler Area SD,103028302,Black/African American ,2.05
Shaler Area SD,103028302,Career and Technical Center Name,A W Beattie Career Center
Shaler Area SD,103028302,Career and Technical Center Website,http://www.beattietech.com
Shaler Area SD,103028302,Charter School Enrollment,111
Shaler Area SD,103028302,District Address (City),Glenshaw
Shaler Area SD,103028302,District Address (State),PA
Shaler Area SD,103028302,District Address (Street),1800 Mount Royal Blvd
Shaler Area SD,103028302,District Enrollment,4089
Shaler Area SD,103028302,District Name,Shaler Area SD
Shaler Area SD,103028302,District Zip Code,15116
Shaler Area SD,103028302,Economically Disadvantaged,36.12
Shaler Area SD,103028302,English Learner,0.29
Shaler Area SD,103028302,Enrollment in Partnering Career and Technical Center(s),141
Shaler Area SD,103028302,Female,50.5
Shaler Area SD,103028302,Foster Care,0.54
Shaler Area SD,103028302,Geographic Size of District (Square Miles),14.7
Shaler Area SD,103028302,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Shaler Area SD,103028302,Hispanic ,1.71
Shaler Area SD,103028302,Homeless,0.54
Shaler Area SD,103028302,Intermediate Unit Name,Allegheny IU 3
Shaler Area SD,103028302,Intermediate Unit Website,http://www.aiu3.net
Shaler Area SD,103028302,Male,49.5
Shaler Area SD,103028302,Military Connected,0.07
Shaler Area SD,103028302,Native Hawaiian or other Pacific Islander ,0
Shaler Area SD,103028302,Number of Schools,7
Shaler Area SD,103028302,Percent of Gifted Students,5.94
Shaler Area SD,103028302,Special Education,17.66
Shaler Area SD,103028302,Telephone Number,412-492-1200
Shaler Area SD,103028302,Website,http://www.sasd.k12.pa.us
Shaler Area SD,103028302,White ,90.56
Shamokin Area SD,116496503,2 or More Races,3.25
Shamokin Area SD,116496503,American Indian/Alaskan Native ,0.18
Shamokin Area SD,116496503,Asian ,0.53
Shamokin Area SD,116496503,Black/African American ,4.9
Shamokin Area SD,116496503,Career and Technical Center Name,Northumberland County CTC
Shamokin Area SD,116496503,Career and Technical Center Website,http://www.ncavts.org
Shamokin Area SD,116496503,Charter School Enrollment,131
Shamokin Area SD,116496503,District Address (City),Coal Township
Shamokin Area SD,116496503,District Address (State),PA
Shamokin Area SD,116496503,District Address (Street),2000 W State St
Shamokin Area SD,116496503,District Enrollment,2247
Shamokin Area SD,116496503,District Name,Shamokin Area SD
Shamokin Area SD,116496503,District Zip Code,17866
Shamokin Area SD,116496503,Economically Disadvantaged,63.37
Shamokin Area SD,116496503,English Learner,0.93
Shamokin Area SD,116496503,Enrollment in Partnering Career and Technical Center(s),166
Shamokin Area SD,116496503,Female,48.42
Shamokin Area SD,116496503,Foster Care,1.34
Shamokin Area SD,116496503,Geographic Size of District (Square Miles),70.57
Shamokin Area SD,116496503,Grades Offered,"PreKH, PreKF, K4H, K4F, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Shamokin Area SD,116496503,Hispanic ,8.81
Shamokin Area SD,116496503,Homeless,2.47
Shamokin Area SD,116496503,Intermediate Unit Name,Central Susquehanna IU 16
Shamokin Area SD,116496503,Intermediate Unit Website,http://www.csiu.org
Shamokin Area SD,116496503,Male,51.58
Shamokin Area SD,116496503,Military Connected,0
Shamokin Area SD,116496503,Native Hawaiian or other Pacific Islander ,0.13
Shamokin Area SD,116496503,Number of Schools,4
Shamokin Area SD,116496503,Percent of Gifted Students,0.67
Shamokin Area SD,116496503,Special Education,19.4
Shamokin Area SD,116496503,Telephone Number,570-648-5752
Shamokin Area SD,116496503,Website,http://www.indians.k12.pa.us
Shamokin Area SD,116496503,White ,82.2
Shanksville-Stonycreek SD,108567404,2 or More Races,5.47
Shanksville-Stonycreek SD,108567404,American Indian/Alaskan Native ,0
Shanksville-Stonycreek SD,108567404,Asian ,0
Shanksville-Stonycreek SD,108567404,Black/African American ,0.32
Shanksville-Stonycreek SD,108567404,Career and Technical Center Name,Somerset County Technology Center
Shanksville-Stonycreek SD,108567404,Career and Technical Center Website,http://www.sctc.net/dnn
Shanksville-Stonycreek SD,108567404,Charter School Enrollment,1
Shanksville-Stonycreek SD,108567404,District Address (City),Shanksville
Shanksville-Stonycreek SD,108567404,District Address (State),PA
Shanksville-Stonycreek SD,108567404,District Address (Street),1325 Corner Stone Road
Shanksville-Stonycreek SD,108567404,District Enrollment,311
Shanksville-Stonycreek SD,108567404,District Name,Shanksville-Stonycreek SD
Shanksville-Stonycreek SD,108567404,District Zip Code,15560
Shanksville-Stonycreek SD,108567404,Economically Disadvantaged,44.69
Shanksville-Stonycreek SD,108567404,English Learner,0
Shanksville-Stonycreek SD,108567404,Enrollment in Partnering Career and Technical Center(s),26
Shanksville-Stonycreek SD,108567404,Female,45.98
Shanksville-Stonycreek SD,108567404,Foster Care,0.64
Shanksville-Stonycreek SD,108567404,Geographic Size of District (Square Miles),66.18
Shanksville-Stonycreek SD,108567404,Grades Offered,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Shanksville-Stonycreek SD,108567404,Hispanic ,1.61
Shanksville-Stonycreek SD,108567404,Homeless,0
Shanksville-Stonycreek SD,108567404,Intermediate Unit Name,Appalachia IU 8
Shanksville-Stonycreek SD,108567404,Intermediate Unit Website,http://www.iu08.org
Shanksville-Stonycreek SD,108567404,Male,54.02
Shanksville-Stonycreek SD,108567404,Military Connected,0
Shanksville-Stonycreek SD,108567404,Native Hawaiian or other Pacific Islander ,0
Shanksville-Stonycreek SD,108567404,Number of Schools,3
Shanksville-Stonycreek SD,108567404,Percent of Gifted Students,3.86
Shanksville-Stonycreek SD,108567404,Special Education,21.22
Shanksville-Stonycreek SD,108567404,Telephone Number,814-267-4649
Shanksville-Stonycreek SD,108567404,Website,http://www.sssd.com/
Shanksville-Stonycreek SD,108567404,White ,92.6
Sharon City SD,104435603,2 or More Races,13.11
Sharon City SD,104435603,American Indian/Alaskan Native ,0.05
Sharon City SD,104435603,Asian ,0.31
Sharon City SD,104435603,Black/African American ,23.93
Sharon City SD,104435603,Career and Technical Center Name,Not Available
Sharon City SD,104435603,Career and Technical Center Website,Not Available
Sharon City SD,104435603,Charter School Enrollment,136
Sharon City SD,104435603,District Address (City),Sharon
Sharon City SD,104435603,District Address (State),PA
Sharon City SD,104435603,District Address (Street),215 Forker Blvd
Sharon City SD,104435603,District Enrollment,1914
Sharon City SD,104435603,District Name,Sharon City SD
Sharon City SD,104435603,District Zip Code,16146
Sharon City SD,104435603,Economically Disadvantaged,74.03
Sharon City SD,104435603,English Learner,0.84
Sharon City SD,104435603,Enrollment in Partnering Career and Technical Center(s),28
Sharon City SD,104435603,Female,47.07
Sharon City SD,104435603,Foster Care,0.42
Sharon City SD,104435603,Geographic Size of District (Square Miles),3.77
Sharon City SD,104435603,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Sharon City SD,104435603,Hispanic ,1.2
Sharon City SD,104435603,Homeless,2.82
Sharon City SD,104435603,Intermediate Unit Name,Midwestern IU 4
Sharon City SD,104435603,Intermediate Unit Website,http://www.miu4.org
Sharon City SD,104435603,Male,52.93
Sharon City SD,104435603,Military Connected,0.47
Sharon City SD,104435603,Native Hawaiian or other Pacific Islander ,0
Sharon City SD,104435603,Number of Schools,5
Sharon City SD,104435603,Percent of Gifted Students,2.51
Sharon City SD,104435603,Special Education,27.22
Sharon City SD,104435603,Telephone Number,724-983-4000
Sharon City SD,104435603,Website,http://www.sharonsd.org
Sharon City SD,104435603,White ,61.39
Sharpsville Area SD,104435703,2 or More Races,4.06
Sharpsville Area SD,104435703,American Indian/Alaskan Native ,0
Sharpsville Area SD,104435703,Asian ,0.71
Sharpsville Area SD,104435703,Black/African American ,3.17
Sharpsville Area SD,104435703,Career and Technical Center Name,Mercer County Career Center
Sharpsville Area SD,104435703,Career and Technical Center Website,http://www.mercerccc.org
Sharpsville Area SD,104435703,Charter School Enrollment,28
Sharpsville Area SD,104435703,District Address (City),Sharpsville
Sharpsville Area SD,104435703,District Address (State),PA
Sharpsville Area SD,104435703,District Address (Street),1 Blue Devil Way
Sharpsville Area SD,104435703,District Enrollment,1134
Sharpsville Area SD,104435703,District Name,Sharpsville Area SD
Sharpsville Area SD,104435703,District Zip Code,16150
Sharpsville Area SD,104435703,Economically Disadvantaged,52.47
Sharpsville Area SD,104435703,English Learner,0.26
Sharpsville Area SD,104435703,Enrollment in Partnering Career and Technical Center(s),42
Sharpsville Area SD,104435703,Female,49.38
Sharpsville Area SD,104435703,Foster Care,0
Sharpsville Area SD,104435703,Geographic Size of District (Square Miles),26.59
Sharpsville Area SD,104435703,Grades Offered,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
